מזהה,שם המוצר / שובר,ספק / מותג,קטגוריה,מחיר בהצדעה ₪,מחיר מקורי ₪,אחוז חיסכון %,תגיות מבצע,מיקום / משלוח,תוקף המבצע,הגבלת רכישה,רשת מקושרת,קישור למוצר
218,סופרלנד,אטרקציות,אטרקציות,100.0,120.0,17%,"החמים של ספטמבר, מבלים בחג, אטרקציות לחול המועד, אטרקציות","שדרות מרילנד 5, ראשון לציון",,,ללא,https://www.behatsdaa.org.il/category/productPage/218
151499,רשת אצה - שובר 150 ₪ - למימוש חד פעמי,רשת אצה,החמים של ספטמבר,95.0,123.0,23%,"החמים של ספטמבר, טעים, מהיר, משתלם",מגוון סניפים,,,ללא,https://www.behatsdaa.org.il/category/productPage/151499
2540,קייקי כפר בלום,אטרקציות,אטרקציות,55.0,219.0,75%,"החמים של ספטמבר, אטרקציות","קיבוץ כפר בלום , כפר בלום",,,ללא,https://www.behatsdaa.org.il/category/productPage/2540
143751,מקדונלד'ס - שובר 100 ₪ - למימוש חד פעמי,מקדונלד'ס,החמים של ספטמבר,70.0,90.0,22%,"החמים של ספטמבר, תווי קניה והטבות כסף",מגוון סניפים,,,מקדונלדס אונליין,https://www.behatsdaa.org.il/category/productPage/143751
25086,סטימצקי - ספר במבצע,סטימצקי,החמים של ספטמבר,35.0,55.0,36%,החמים של ספטמבר,מגוון סניפים,,,סטימצקי,https://www.behatsdaa.org.il/category/productPage/25086
157352,פיצה האט- 2 משפחתיות,פיצה האט,החמים של ספטמבר,89.0,119.0,25%,"החמים של ספטמבר, מומלצי החודש",מגוון סניפים,,,ללא,https://www.behatsdaa.org.il/category/productPage/157352
152436,Magic Kass – מג'יק קאס-פארק השעשועים,Magic Kass,אטרקציות,89.0,101.0,12%,"החמים של ספטמבר, אטרקציות לכל המשפחה, אטרקציות",". , מעלה אדומים",,,ללא,https://www.behatsdaa.org.il/category/productPage/152436
57454,מיי בייבי ירכא פארק שעשועים,אטרקציות,אטרקציות,64.0,140.0,54%,"החמים של ספטמבר, אטרקציות לחול המועד, אטרקציות","אזור תעשיה , ירכא",,,ללא,https://www.behatsdaa.org.il/category/productPage/57454
215,לונה פארק,אטרקציות,אטרקציות,100.0,120.0,17%,"החמים של ספטמבר, מבלים בחג, אטרקציות לחול המועד, אטרקציות","שדרות ישראל רוקח , תל אביב - יפו",,,ללא,https://www.behatsdaa.org.il/category/productPage/215
67227,6 ליטר שמן זית מבית 'משק אחיה',משק אחיה,מבצעי צרכנות לחג,219.0,254.0,14%,"מבצעי צרכנות לחג, מזמינים הביתה וחוסכים",מגוון סניפים,,,ללא,https://www.behatsdaa.org.il/category/productPage/67227
26633,סט מצעים יחיד/זוגי 100% כותנה פרקל - ורדינון,סט מצעים יחיד/זוגי 100% כותנה פרקל,מבצעי צרכנות לחג,165.0,235.0,30%,"מבצעי צרכנות לחג, טקסטיל והלבשה",מגוון סניפים,,,ללא,https://www.behatsdaa.org.il/category/productPage/26633
175659,שואב שוטף אלחוטי Dreame G10 Pro - יבואן רשמי,שואב שוטף אלחוטי Dreame G10 Pro,מבצעי צרכנות לחג,679.0,679.0,0%,מבצעי צרכנות לחג,כולל משלוח עד הבית,,,ללא,https://www.behatsdaa.org.il/category/productPage/175659
185199,מכונת שטיפה בלחץ 130 בר מבית AXON,AXON,מבצעי צרכנות לחג,179.0,218.0,18%,"מבצעי צרכנות לחג, חשמל לבית ולמטבח",מגוון סניפים,,,ללא,https://www.behatsdaa.org.il/category/productPage/185199
163009,סט קופסאות אחסון מזכוכית 24 חלקים,בהצדעה,מבצעי צרכנות לחג,69.0,98.0,30%,"מבצעי צרכנות לחג, מכינים את המטבח",מגוון סניפים,,,ללא,https://www.behatsdaa.org.il/category/productPage/163009
140751,סט מצעי מיקס ג'רסי - ורדינון,סט מצעי מיקס ג'רסי,מבצעי צרכנות לחג,159.0,255.0,38%,"מבצעי צרכנות לחג, טקסטיל והלבשה",מגוון סניפים,,,ללא,https://www.behatsdaa.org.il/category/productPage/140751
179368,מארז 3 מגבות רחצה קלאסיקו גדלים לבחירה - ורדינון,מארז 3 מגבות רחצה קלאסיקו גדלים לבחירה,מבצעי צרכנות לחג,99.0,149.0,34%,מבצעי צרכנות לחג,מגוון סניפים,,,ללא,https://www.behatsdaa.org.il/category/productPage/179368
165143,"מארז 6 ליטר שמן זית פרימיום מהגליל ""המצודה""",בהצדעה,מבצעי צרכנות לחג,199.0,234.0,15%,מבצעי צרכנות לחג,מגוון סניפים,,,ללא,https://www.behatsdaa.org.il/category/productPage/165143
174540,‏מכונת אספרסו Nespresso Lattissima One EN510,בהצדעה,מבצעי צרכנות לחג,749.0,749.0,0%,מבצעי צרכנות לחג,כולל משלוח עד הבית,,,ללא,https://www.behatsdaa.org.il/category/productPage/174540
155864,"שובר לרכישת סוכה באתר ""סוכות נחלים""",בהצדעה,מבצעי צרכנות לחג,399.0,1199.0,67%,"מבצעי צרכנות לחג, מומלצי החודש, ריהוט ואביזרים לגן ולמרפסת","הירדן 60, נחלים",,,ללא,https://www.behatsdaa.org.il/category/productPage/155864
177690,שואב מקרצף רובוטי DREAME X60 Ultra Complete,בהצדעה,מבצעי צרכנות לחג,4090.0,4090.0,0%,"מבצעי צרכנות לחג, חשמל לבית ולמטבח",כולל משלוח עד הבית,,,ללא,https://www.behatsdaa.org.il/category/productPage/177690
182309,טלוויזיה חכמה Samsung 55UH8000H סמסונג 55 אינץ',בהצדעה,מבצעי צרכנות לחג,1199.0,1199.0,0%,"מבצעי צרכנות לחג, מחשבים ואלקטרוניקה",כולל משלוח עד הבית,,,ללא,https://www.behatsdaa.org.il/category/productPage/182309
140175,מתלה כביסה גדול 3 קומות,בהצדעה,מבצעי צרכנות לחג,69.0,79.0,13%,מבצעי צרכנות לחג,כולל משלוח עד הבית,,,ללא,https://www.behatsdaa.org.il/category/productPage/140175
144386,שמיכה כבדה ומחבקת מבית Aeroflex,Aeroflex,מבצעי צרכנות לחג,179.0,179.0,0%,מבצעי צרכנות לחג,כולל משלוח עד הבית,,,ללא,https://www.behatsdaa.org.il/category/productPage/144386
151963,"מיטת נוער חשמלית מתכווננת CLICK מבית ד""ר גב",בהצדעה,מבצעי צרכנות לחג,2890.0,2890.0,0%,"מבצעי צרכנות לחג, מרהטים את הבית",מגוון סניפים,,,ללא,https://www.behatsdaa.org.il/category/productPage/151963
179367,שואב שוטף אלחוטי DREAME H60 GT - יבואן רשמי,שואב שוטף אלחוטי DREAME H60 GT,מבצעי צרכנות לחג,809.0,809.0,0%,מבצעי צרכנות לחג,כולל משלוח עד הבית,,,ללא,https://www.behatsdaa.org.il/category/productPage/179367
146989,סט 3 מזוודות בד 28|24|20 castlegate מבית swiss,swiss,מבצעי צרכנות לחג,369.0,408.0,10%,מבצעי צרכנות לחג,מגוון סניפים,,,ללא,https://www.behatsdaa.org.il/category/productPage/146989
184653,חיסול מצעי ילדים 100% כותנה דגמים נבחרים -ורדינון,חיסול מצעי ילדים 100% כותנה דגמים נבחרים,מבצעי צרכנות לחג,69.0,69.0,0%,"מבצעי צרכנות לחג, טקסטיל והלבשה",מגוון סניפים,,,ללא,https://www.behatsdaa.org.il/category/productPage/184653
182649,סט מזוודות קשיחות בלתי שבירות דגם פסים Swiss Sky,בהצדעה,מבצעי צרכנות לחג,239.0,278.0,14%,מבצעי צרכנות לחג,מגוון סניפים,,,ללא,https://www.behatsdaa.org.il/category/productPage/182649
184455,מארז 10 חלקים HYBRIDPAN ZERO מבית FOOD APPEAL,FOOD APPEAL,מבצעי צרכנות לחג,299.0,329.0,9%,"מבצעי צרכנות לחג, מכינים את המטבח",מגוון סניפים,,,ללא,https://www.behatsdaa.org.il/category/productPage/184455
181571,סאפ מתנפח + משוט דגם Coast PA-25C330 מבית PA,סאפ מתנפח + משוט דגם Coast PA,מבצעי צרכנות לחג,699.0,699.0,0%,מבצעי צרכנות לחג,כולל משלוח עד הבית,,,ללא,https://www.behatsdaa.org.il/category/productPage/181571
154022,פינת ישיבה ראטן דגם סטאי מבית PLAYA,PLAYA,מבצעי צרכנות לחג,629.0,629.0,0%,"מבצעי צרכנות לחג, ריהוט ואביזרים לגן ולמרפסת",כולל משלוח עד הבית,,,ללא,https://www.behatsdaa.org.il/category/productPage/154022
45171,אלבום תמונות כריכה קשה עמודים ללא הגבלה - זומה,אלבום תמונות כריכה קשה עמודים ללא הגבלה,צרכנות,69.0,69.0,0%,"מבצעי צרכנות לחג, תווי קניה והטבות כסף, מוצרים בעיצוב אישי","ההגנה  23, בארי",,,ללא,https://www.behatsdaa.org.il/category/productPage/45171
113240,שמיכת פוך נוצות/פלומה - ורדינון,שמיכת פוך נוצות/פלומה,מבצעי צרכנות לחג,235.0,299.0,21%,"מבצעי צרכנות לחג, טקסטיל והלבשה",מגוון סניפים,,,ללא,https://www.behatsdaa.org.il/category/productPage/113240
185136,מיקסר קנווד KMX751A מבית KENWOOD,KENWOOD,מבצעי צרכנות לחג,799.0,799.0,0%,מבצעי צרכנות לחג,כולל משלוח עד הבית,,,ללא,https://www.behatsdaa.org.il/category/productPage/185136
156624,פח אשפה 60 ליטר אלקטרוני PE-601 Peerless,פח אשפה 60 ליטר אלקטרוני PE,מבצעי צרכנות לחג,209.0,209.0,0%,מבצעי צרכנות לחג,כולל משלוח עד הבית,,,ללא,https://www.behatsdaa.org.il/category/productPage/156624
181487,רביעיית כיסאות 'מונטנגרו' מבית RAZCO,RAZCO,מבצעי צרכנות לחג,439.0,439.0,0%,מבצעי צרכנות לחג,כולל משלוח עד הבית,,,ללא,https://www.behatsdaa.org.il/category/productPage/181487
184157,סט מצעים סאטן פסים מלון סטאי Cotton Club,בהצדעה,מבצעי צרכנות לחג,115.0,189.0,39%,"מבצעי צרכנות לחג, טקסטיל והלבשה",מגוון סניפים,,,ללא,https://www.behatsdaa.org.il/category/productPage/184157
185223,מארז כלי בישול 5 חלקים Matrix 3 PLY מבית סולתם,סולתם,מבצעי צרכנות לחג,199.0,199.0,0%,"מבצעי צרכנות לחג, מכינים את המטבח",כולל משלוח עד הבית,,,סולתם,https://www.behatsdaa.org.il/category/productPage/185223
184385,מארז כלי בישול 7 חלקים מסדרת Ideal - סולתם,מארז כלי בישול 7 חלקים מסדרת Ideal,מבצעי צרכנות לחג,199.0,199.0,0%,"מבצעי צרכנות לחג, מכינים את המטבח",כולל משלוח עד הבית,,,ללא,https://www.behatsdaa.org.il/category/productPage/184385
185203,פלנצ’ה גז מקצועית 3 מבערים,בהצדעה,מבצעי צרכנות לחג,319.0,358.0,11%,"מבצעי צרכנות לחג, חשמל לבית ולמטבח",מגוון סניפים,,,ללא,https://www.behatsdaa.org.il/category/productPage/185203
177445,שואב שוטף רובוטי Saros 20 Complete ROBOROCK,בהצדעה,מבצעי צרכנות לחג,3345.0,3345.0,0%,"מבצעי צרכנות לחג, חשמל לבית ולמטבח",כולל משלוח עד הבית,,,ללא,https://www.behatsdaa.org.il/category/productPage/177445
149161,מזרן זוגי אורתופדי jasmin מבית Aeroflex,Aeroflex,מבצעי צרכנות לחג,1729.0,3263.0,47%,מבצעי צרכנות לחג,כולל משלוח עד הבית,,,ללא,https://www.behatsdaa.org.il/category/productPage/149161
182691,סיר גריל וטיגון אוויר EG351 נינג’ה NINJA,בהצדעה,מבצעי צרכנות לחג,589.0,589.0,0%,מבצעי צרכנות לחג,כולל משלוח עד הבית,,,ללא,https://www.behatsdaa.org.il/category/productPage/182691
183302,זוג כיסאות קמפינג Aztec Lyo X2,בהצדעה,מבצעי צרכנות לחג,125.0,125.0,0%,"מבצעי צרכנות לחג, קמפינג, מחנאות וטיולים",כולל משלוח עד הבית,,,ללא,https://www.behatsdaa.org.il/category/productPage/183302
182222,אוהל בן רגע Aztec Atlas Vent,בהצדעה,מבצעי צרכנות לחג,398.0,629.0,37%,"מבצעי צרכנות לחג, קמפינג, מחנאות וטיולים",כולל משלוח עד הבית,,,ללא,https://www.behatsdaa.org.il/category/productPage/182222
177437,"מכונת כביסה 8 ק""ג אינוונטר SAMSUNG WW80FG3M05AW",בהצדעה,מבצעי צרכנות לחג,1290.0,1290.0,0%,"מבצעי צרכנות לחג, חשמל לבית ולמטבח",כולל משלוח עד הבית,,,ללא,https://www.behatsdaa.org.il/category/productPage/177437
107629,מכונת קפה Nespresso EN85,בהצדעה,מבצעי צרכנות לחג,289.0,289.0,0%,מבצעי צרכנות לחג,כולל משלוח עד הבית,,,ללא,https://www.behatsdaa.org.il/category/productPage/107629
177114,מנקה ריפודים נייד 600W מבית BPOWER,BPOWER,מבצעי צרכנות לחג,249.0,278.0,10%,מבצעי צרכנות לחג,מגוון סניפים,,,ללא,https://www.behatsdaa.org.il/category/productPage/177114
149252,מכונת קוביות קרח דגם ATL-8040 מבית GOLD LINE,GOLD LINE,מבצעי צרכנות לחג,149.0,178.0,16%,"מבצעי צרכנות לחג, חשמל לבית ולמטבח",מגוון סניפים,,,ללא,https://www.behatsdaa.org.il/category/productPage/149252
184614,מארז בישול 10 חלקים MAESTRO מבית Food appeal,Food appeal,מבצעי צרכנות לחג,299.0,329.0,9%,מבצעי צרכנות לחג,מגוון סניפים,,,ללא,https://www.behatsdaa.org.il/category/productPage/184614
178144,מארז 220 טבליות למדיח POWER ונוזל הברקה פיניש,בהצדעה,מבצעי צרכנות לחג,95.0,125.0,24%,מבצעי צרכנות לחג,מגוון סניפים,,,ללא,https://www.behatsdaa.org.il/category/productPage/178144
185225,זוג חולצות Tommy Hilfiger,בהצדעה,מבצעי צרכנות לחג,17.0,89.0,81%,"מבצעי צרכנות לחג, טקסטיל והלבשה",מגוון סניפים,,,ללא,https://www.behatsdaa.org.il/category/productPage/185225
185472,מחבט פאדל,בהצדעה,מבצעי צרכנות לחג,149.0,188.0,21%,מבצעי צרכנות לחג,מגוון סניפים,,,ללא,https://www.behatsdaa.org.il/category/productPage/185472
185460,שובר 90 ₪ למימוש באתר סטיקיז,צרכנות,צרכנות,2.0,2.0,0%,"מבצעי צרכנות לחג, מוצרים בעיצוב אישי","הסדנא 6, כפר סבא",,,ללא,https://www.behatsdaa.org.il/category/productPage/185460
178414,ערסל ישיבה למרפסת ולגינה Arizona מבית HomeTown,HomeTown,מבצעי צרכנות לחג,359.0,458.0,22%,"מבצעי צרכנות לחג, ריהוט ואביזרים לגן ולמרפסת",מגוון סניפים,,,ללא,https://www.behatsdaa.org.il/category/productPage/178414
183113,גלגלת צינור השקיה אוטומטית Garden Top,בהצדעה,מבצעי צרכנות לחג,75.0,194.0,61%,מבצעי צרכנות לחג,מגוון סניפים,,,ללא,https://www.behatsdaa.org.il/category/productPage/183113
163698,אינדי פארק,אטרקציות,אטרקציות,74.0,281.0,74%,"מבלים בחג, אטרקציות","יסוד המעלה - על גדות הנחל , יסוד המעלה",,,ללא,https://www.behatsdaa.org.il/category/productPage/163698
2939,רשות הטבע והגנים מנוי מטמון,אטרקציות,אטרקציות,138.0,339.0,59%,"מבלים בחג, מומלצי החודש, אטרקציות לחול המועד, אטרקציות לכל המשפחה, טיולים וסיורים","איתו ועם ועולמו 3, ירושלים",,,ללא,https://www.behatsdaa.org.il/category/productPage/2939
9498,פארק מיני ישראל,אטרקציות,אטרקציות,45.0,176.0,74%,"מבלים בחג, אטרקציות","ד.נ. שמשון , מנזר לטרון",,,ללא,https://www.behatsdaa.org.il/category/productPage/9498
137512,ווטרלנד - פארק המים של אילת,ווטרלנד,אטרקציות,89.0,299.0,70%,"מבלים בחג, אטרקציות לחול המועד, אטרקציות","דרך מצרים  98, אילת",,,ללא,https://www.behatsdaa.org.il/category/productPage/137512
13583,בבילון פארק - כרטיסים נטענים לבחירה,בבילון פארק,אטרקציות,59.0,499.0,88%,"מבלים בחג, אטרקציות לחול המועד, אטרקציות לכל המשפחה, אטרקציות",מגוון סניפים,,,ללא,https://www.behatsdaa.org.il/category/productPage/13583
8532,החלקה על הקרח - היכל הקרח חולון,החלקה על הקרח,אטרקציות,44.0,616.0,93%,"מבלים בחג, אטרקציות לחול המועד, אטרקציות","מפרץ שלמה  1 , חולון",,,ללא,https://www.behatsdaa.org.il/category/productPage/8532
24351,שביל התפוזים,אטרקציות,אטרקציות,44.0,66.0,33%,"מבלים בחג, אטרקציות לחול המועד, אטרקציות לכל המשפחה, אטרקציות","כביש 65 עוקף חדרה  , חדרה",,,ללא,https://www.behatsdaa.org.il/category/productPage/24351
28445,"משחקייה,וידאו,סימולטורים-STREET GAMES סטריט גיימס","משחקייה,וידאו,סימולטורים",אטרקציות,30.0,616.0,95%,"מבלים בחג, אטרקציות לחול המועד, אטרקציות",מגוון סניפים,,,ללא,https://www.behatsdaa.org.il/category/productPage/28445
230,באלגן- פארק שעשועים,באלגן,אטרקציות,30.0,178.0,83%,"מבלים בחג, אטרקציות לחול המועד, אטרקציות","קיבוץ יגור  , יגור",,,ללא,https://www.behatsdaa.org.il/category/productPage/230
63039,סיטי באולינג - ראשון לציון,סיטי באולינג,אטרקציות,29.0,68.0,57%,"מבלים בחג, אטרקציות לחול המועד, באולינג","לחי 4, ראשון לציון",,,ללא,https://www.behatsdaa.org.il/category/productPage/63039
179826,הטייסת- טייסת הסימולטורים של מטוסי 16-F ו-35-F,הטייסת,אטרקציות,251.0,657.0,62%,"מבלים בחג, אקסטרים, אטרקציות","רב מכר 1, רמת השרון",,,הטייסת,https://www.behatsdaa.org.il/category/productPage/179826
263,ספארי,אטרקציות,אטרקציות,70.0,70.0,0%,"מבלים בחג, אטרקציות לחול המועד, אטרקציות לכל המשפחה, אטרקציות","שדרות הצבי 1, רמת גן",,,ללא,https://www.behatsdaa.org.il/category/productPage/263
706,מדעטק,אטרקציות,אטרקציות,56.0,56.0,0%,"מבלים בחג, מומלצי החודש, אטרקציות","שמריהו לוין 25, חיפה",,,ללא,https://www.behatsdaa.org.il/category/productPage/706
2563,קייקי בית הלל,אטרקציות,אטרקציות,55.0,219.0,75%,"מבלים בחג, אטרקציות","קיבוץ כפר בלום , כפר בלום",,,ללא,https://www.behatsdaa.org.il/category/productPage/2563
24313,"sky jump - סקיי ג'אמפ - פארק טרמפולינות סניף ת""א",sky jump,אטרקציות,38.0,76.0,50%,"מבלים בחג, אטרקציות לחול המועד, אטרקציות","נמל תל אביב ביתן 31 , תל אביב - יפו",,,ללא,https://www.behatsdaa.org.il/category/productPage/24313
180973,אייס פליי אילת,אטרקציות,אטרקציות,93.0,146.0,36%,"מבלים בחג, אטרקציות","קאמפן 8, אילת",,,ללא,https://www.behatsdaa.org.il/category/productPage/180973
185392,חוות הר אודם - טיולי סוסים,חוות הר אודם,אטרקציות,132.0,330.0,60%,"מבלים בחג, אטרקציות","אודם , אודם",,,ללא,https://www.behatsdaa.org.il/category/productPage/185392
185416,פיינטבול הגושרים,אטרקציות,אטרקציות,86.0,132.0,35%,"מבלים בחג, אטרקציות","הגושרים ד.נ. גליל עליון , הגושרים",,,ללא,https://www.behatsdaa.org.il/category/productPage/185416
165947,רוכבים בגליל- טיולי רייזרים וג'יפים,רוכבים בגליל,אטרקציות,352.0,572.0,38%,"מבלים בחג, אטרקציות","00 , יודפת",,,רוכבים בגליל,https://www.behatsdaa.org.il/category/productPage/165947
170151,רוכבים בגליל- טיולי סוסים,רוכבים בגליל,אטרקציות,165.0,370.0,55%,"מבלים בחג, אטרקציות","00 , יודפת",,,רוכבים בגליל,https://www.behatsdaa.org.il/category/productPage/170151
1586,פארק המצפה התת ימי - אילת,פארק המצפה התת ימי,אטרקציות,82.0,89.0,8%,"מבלים בחג, אטרקציות","אילת , אילת",,,ללא,https://www.behatsdaa.org.il/category/productPage/1586
8659,אייסמול אילת החלקה על הקרח,אטרקציות,אטרקציות,47.0,47.0,0%,"מבלים בחג, אטרקציות","קאמפן 8, אילת",,,ללא,https://www.behatsdaa.org.il/category/productPage/8659
59336,אתר סטימצקי - 150 ₪ לרכישת ספרים ומשחקים,אתר סטימצקי,מומלצי החודש,113.0,113.0,0%,מומלצי החודש,מגוון סניפים,,,סטימצקי,https://www.behatsdaa.org.il/category/productPage/59336
58183,יום כיף בדרים איילנד,תיירות ונופש,תיירות ונופש,409.0,527.0,22%,"מומלצי החודש, ימי כיף במלונות","שדה יואב , שדה יואב",,,ללא,https://www.behatsdaa.org.il/category/productPage/58183
145105,מקדונלד'ס - ארוחות,מקדונלד'ס,מומלצי החודש,48.0,48.0,0%,מומלצי החודש,מגוון סניפים,,,מקדונלדס אונליין,https://www.behatsdaa.org.il/category/productPage/145105
108995,Share Spa - שר ספא מלון דיוויד ים המלח,Share Spa,מומלצי החודש,344.0,823.0,58%,מומלצי החודש,"ים המלח בתי מלון 16, ים המלח בתי מלון",,,share spa דן כרמל חיפה,https://www.behatsdaa.org.il/category/productPage/108995
65806,רשת בורגרים - מבצע ארוחות,רשת בורגרים,מומלצי החודש,114.0,157.0,27%,"מומלצי החודש, טעים, מהיר, משתלם",מגוון סניפים,,,בורגרים,https://www.behatsdaa.org.il/category/productPage/65806
166046,משלוחה- שובר 100 ₪ לניצול באפליקציה,משלוחה,מומלצי החודש,70.0,70.0,0%,מומלצי החודש,"ברוך הירש  22 , בני ברק",,,משלוחה,https://www.behatsdaa.org.il/category/productPage/166046
110706,בורגר ראנץ' - ארוחת קומבינה,בורגר ראנץ',מומלצי החודש,145.0,145.0,0%,"מומלצי החודש, טעים, מהיר, משתלם",מגוון סניפים,,,בורגר ראנץ,https://www.behatsdaa.org.il/category/productPage/110706
25556,Share Spa - שר ספא  מלון לאונרדו גורדון ביץ,Share Spa,מומלצי החודש,267.0,668.0,60%,"מומלצי החודש, מבצעי ספא מפנקים","אליעזר פרי  9, תל אביב - יפו",,,share spa דן כרמל חיפה,https://www.behatsdaa.org.il/category/productPage/25556
66326,רשת ג'פאן-ג'פאן – ווק אנד סושי - כשר,רשת ג'פאן,מומלצי החודש,72.0,263.0,73%,מומלצי החודש,מגוון סניפים,,,ללא,https://www.behatsdaa.org.il/category/productPage/66326
111781,רשת מאפה נאמן- שובר קנייה 100 ₪ למימוש חד פעמי,רשת מאפה נאמן,מומלצי החודש,65.0,65.0,0%,מומלצי החודש,מגוון סניפים,,,מאפה נאמן,https://www.behatsdaa.org.il/category/productPage/111781
178381,רשת ספורטיב- GYM,רשת ספורטיב,כושר וספורט,330.0,990.0,67%,"מומלצי החודש, חדרי כושר וקאנטרי נוספים","החלוץ 90, באר שבע",,,רשת ספורטיב- GYM,https://www.behatsdaa.org.il/category/productPage/178381
170384,"השכרת רכב בחו""ל ofran אופרן",מבצעי רכב,מבצעי רכב,0.0,0.0,0%,"מומלצי החודש, השכרת רכב בחו""ל",מגוון סניפים,,,ללא,https://ofran.co.il/behazdaa-wl
185280,מבצע יבואן על מגוון דגמי סוזוקי וצ'אנגן,מבצעי רכב,מבצעי רכב,0.0,0.0,0%,"מומלצי החודש, רכב חדש",מגוון סניפים,,,ללא,https://ca.suzuki.co.il/suzuki_hazdaa_09_26/
13938,iJump פתח תקווה,אטרקציות,אטרקציות,37.0,634.0,94%,"אטרקציות לחול המועד, אטרקציות",מגוון סניפים,,,ללא,https://www.behatsdaa.org.il/category/productPage/13938
40210,"iJump פארק טרמפולינות סניף ראשל""צ",אטרקציות,אטרקציות,19.0,634.0,97%,"אטרקציות לחול המועד, אטרקציות",מגוון סניפים,,,ללא,https://www.behatsdaa.org.il/category/productPage/40210
18723,iJump חיפה,אטרקציות,אטרקציות,37.0,634.0,94%,"אטרקציות לחול המועד, אטרקציות",מגוון סניפים,,,ללא,https://www.behatsdaa.org.il/category/productPage/18723
19722,sky jump - סקיי ג'אמפ - פארק טרמפולינות רעננה,sky jump,אטרקציות,38.0,616.0,94%,"אטרקציות לחול המועד, אטרקציות","היצירה  2, רעננה",,,ללא,https://www.behatsdaa.org.il/category/productPage/19722
27649,באולינג פלנט כפר סבא,אטרקציות,אטרקציות,29.0,68.0,57%,"אטרקציות לחול המועד, באולינג","ויצמן 301, כפר סבא",,,ללא,https://www.behatsdaa.org.il/category/productPage/27649
27648,באולינג פלנט ראשון לציון,אטרקציות,אטרקציות,29.0,68.0,57%,"אטרקציות לחול המועד, באולינג","יעקב פריימן 20, ראשון לציון",,,ללא,https://www.behatsdaa.org.il/category/productPage/27648
146214,סיטי באולינג – פתח תקווה,סיטי באולינג,אטרקציות,29.0,68.0,57%,"אטרקציות לחול המועד, באולינג","תוצרת הארץ 3, פתח תקווה",,,ללא,https://www.behatsdaa.org.il/category/productPage/146214
181631,סיטי באולינג - נתניה,סיטי באולינג,אטרקציות,29.0,68.0,57%,"אטרקציות לחול המועד, באולינג","גבורי ישראל  17, נתניה",,,ללא,https://www.behatsdaa.org.il/category/productPage/181631
95320,פאנקי מאנקי - חוויה ואקסטרים לכל המשפחה - כפר סבא,פאנקי מאנקי,אטרקציות,30.0,45.0,33%,"אטרקציות לחול המועד, אטרקציות","הכרמל  2, כפר סבא",,,פאנקי מאנקי כפר סבא,https://www.behatsdaa.org.il/category/productPage/95320
112663,פאנקי מאנקי - חוויה ואקסטרים לכל המשפחה- כפר יונה,פאנקי מאנקי,אטרקציות,30.0,45.0,33%,"אטרקציות לחול המועד, אטרקציות","שייקה אופיר 2, כפר יונה",,,פאנקי מאנקי כפר סבא,https://www.behatsdaa.org.il/category/productPage/112663
176474,פאנקי וורלד באר טוביה - חוויה לכל המשפחה!,פאנקי וורלד באר טוביה,אטרקציות,53.0,194.0,73%,"אטרקציות לחול המועד, אטרקציות","באר טוביה , באר טוביה",,,ללא,https://www.behatsdaa.org.il/category/productPage/176474
176501,דילנד כפר סבא- מקום פסיכי ביותר לילדים ונוער,דילנד כפר סבא,אטרקציות,53.0,194.0,73%,"אטרקציות לחול המועד, אטרקציות","אנגל 78, כפר סבא",,,ללא,https://www.behatsdaa.org.il/category/productPage/176501
57053,היכל הקרח באר שבע,אטרקציות,אטרקציות,46.0,159.0,71%,"אטרקציות לחול המועד, אטרקציות","החיטה  1, באר שבע",,,ללא,https://www.behatsdaa.org.il/category/productPage/57053
99191,סיור איזי ריידר בירושלים - smart tour,סיור איזי ריידר בירושלים,אטרקציות,198.0,379.0,48%,"אטרקציות לחול המועד, אטרקציות",מגוון סניפים,,,ללא,https://www.behatsdaa.org.il/category/productPage/99191
20231,פארק תמנע,אטרקציות,אטרקציות,31.0,31.0,0%,"אטרקציות לחול המועד, אטרקציות לכל המשפחה, אטרקציות","פארק תמנע, מועצה אזורית חבל אילות , אילת",,,ללא,https://www.behatsdaa.org.il/category/productPage/20231
70247,ninjacity - נינג'ה סיטי חיפה,ninjacity,אטרקציות,47.0,176.0,73%,"אטרקציות לחול המועד, אטרקציות","המוסכים 24, חיפה",,,ללא,https://www.behatsdaa.org.il/category/productPage/70247
19707,חלום עולמי - ספורט ימי,חלום עולמי,אטרקציות,38.0,396.0,90%,"אטרקציות לחול המועד, אטרקציות",".שדרות אליעזר קפלן , טבריה",,,חלום עולמי,https://www.behatsdaa.org.il/category/productPage/19707
756,אקווה ספורט מועדון צלילה,אטרקציות,אטרקציות,90.0,1294.0,93%,"אטרקציות לחול המועד, אטרקציות","דרך מצרים  107, אילת",,,ללא,https://www.behatsdaa.org.il/category/productPage/756
44228,מצנחי הים האדום - ספורט ימי,מצנחי הים האדום,אטרקציות,40.0,339.0,88%,"אטרקציות לחול המועד, אטרקציות","חוף רויאל ביץ' נביעות חוף צפוני אילת , אילת",,,מצנחי הים האדום,https://www.behatsdaa.org.il/category/productPage/44228
71729,"רוי בוי פארק - ראשל""צ",רוי בוי פארק,אטרקציות,61.0,61.0,0%,"אטרקציות לחול המועד, אטרקציות",". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/71729
