מזהה,שם המוצר / שובר,ספק / מותג,קטגוריה,מחיר בהצדעה ₪,מחיר מקורי ₪,אחוז חיסכון %,תגיות מבצע,מיקום / משלוח,תוקף המבצע,הגבלת רכישה,רשת מקושרת,קישור למוצר
184228,רעש לבן,איוונטים,מופעים והצגות,168.0,190.0,12%,מופעים,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/184228
184329,בעז שרעבי והאופרה הקאמרית הישראלית,איוונטים,מופעים והצגות,178.0,200.0,11%,מופעים,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/184329
184363,פול טראנק,איוונטים,מופעים והצגות,97.0,110.0,12%,מופעים,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/184363
184434,אנסמבל מצו מארח בחיפה: פולקלוריסימו – קונצרט,איוונטים,מופעים והצגות,74.0,84.0,12%,מופעים,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/184434
184436,אנסמבל מצו מארח בחיפה: המנדולינה של קפטן ויואלדי,איוונטים,מופעים והצגות,74.0,84.0,12%,מופעים,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/184436
184437,אנסמבל מצו מארח בחיפה: אופרה בקטנה – קונצרט,איוונטים,מופעים והצגות,74.0,84.0,12%,מופעים,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/184437
184529,דוד קריבושי וקובי אושרת,איוונטים,מופעים והצגות,91.0,103.0,12%,מופעים,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/184529
184530,גליקריה,איוונטים,מופעים והצגות,146.0,165.0,12%,מופעים,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/184530
184585,ערגה - להקת קמע,איוונטים,מופעים והצגות,118.0,178.0,34%,מופעים,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/184585
184679,NEXT - נקסט 2026,איוונטים,מופעים והצגות,135.0,235.0,43%,מופעים,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/184679
184793,עמרי סמדר,איוונטים,מופעים והצגות,125.0,181.0,31%,מופעים,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/184793
184801,מסיבת כיתה 2,איוונטים,מופעים והצגות,118.0,134.0,12%,מופעים,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/184801
184802,ישראל קטורזה,איוונטים,מופעים והצגות,108.0,122.0,11%,מופעים,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/184802
103147,בעז שרעבי,איוונטים,מופעים והצגות,115.0,130.0,12%,מופעים,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/103147
184870,בר צברי,איוונטים,מופעים והצגות,143.0,180.0,21%,מופעים,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/184870
185007,ניצני ודני,איוונטים,מופעים והצגות,91.0,103.0,12%,מופעים,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/185007
185082,ריקי גל והפילהרמונית הישראלית,איוונטים,מופעים והצגות,140.0,158.0,11%,מופעים,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/185082
185155,יוצאים למסיבה עם להקת FLAME,איוונטים,מופעים והצגות,97.0,110.0,12%,מופעים,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/185155
185156,מופע מחווה לBuena Vista Social Club,איוונטים,מופעים והצגות,91.0,103.0,12%,מופעים,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/185156
185176,חוגגים 30 שנה להיי פייב,איוונטים,מופעים והצגות,111.0,111.0,0%,מופעים,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/185176
185180,עולמו של יובל המבולבל- חי כיף ראשון לציון,קופת תל אביב - איוונטים,מופעים והצגות,61.0,61.0,0%,מופעים,"מגוון מיקומים , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/185180
185183,מרסדס בנד X ניו בורן - LIVE4US,איוונטים,מופעים והצגות,161.0,182.0,12%,מופעים,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/185183
185213,היסטריה,איוונטים,מופעים והצגות,129.0,199.0,35%,מופעים,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/185213
185315,ECHOES - PINK FLOYD ANIMALS 50 YEARS,איוונטים,מופעים והצגות,143.0,172.0,17%,מופעים,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/185315
185336,תזמורת הרופאים.ות הישראלית – דויד ברוזה,איוונטים,מופעים והצגות,107.0,107.0,0%,מופעים,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/185336
185351,מצבי רוח - יצירה לתזמורת בתנועה,איוונטים,מופעים והצגות,143.0,143.0,0%,מופעים,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/185351
185370,או ללה נוסטלגיה בהיכל להיטים צרפתיים,איוונטים,מופעים והצגות,111.0,126.0,12%,מופעים,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/185370
185373,מחווה לברברה סטרייסנד - נוסטלגיה בהיכל,איוונטים,מופעים והצגות,111.0,126.0,12%,מופעים,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/185373
185425,ישי ריבו מארח את אמיר דדון וזושא,איוונטים,מופעים והצגות,114.0,114.0,0%,מופעים,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/185425
185470,שלומי וסתם - סוכות בחי כיף ראשון לציון,קופת תל אביב - איוונטים,מופעים והצגות,61.0,61.0,0%,מופעים,"מגוון מיקומים , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/185470
185483,טינה - סטיבי - ארת'ה,איוונטים,מופעים והצגות,97.0,110.0,12%,מופעים,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/185483
185486,סינדרלה - המחזמר,לאן איוונטים,מופעים והצגות,70.0,70.0,0%,מופעים,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/185486
185546,מועדון הקצב של אביהו פנחסוב,איוונטים,מופעים והצגות,142.0,142.0,0%,מופעים,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/185546
84884,רביעיית אלי דג'יברי,איוונטים,מופעים והצגות,115.0,130.0,12%,מופעים,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/84884
185634,עמרי סבח,איוונטים,מופעים והצגות,93.0,93.0,0%,מופעים,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/185634
185639,תזמורת מזרח ומערב - איציק קלה,איוונטים,מופעים והצגות,121.0,137.0,12%,מופעים,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/185639
68858,אבי נוסבאום,קומי איוונטים,מופעים והצגות,91.0,91.0,0%,COMY,"קויפמן 2, תל אביב - יפו",,,ללא,https://www.behatsdaa.org.il/category/productPage/68858
68087,בן בן ברוך,קומי איוונטים,מופעים והצגות,97.0,97.0,0%,COMY,"קויפמן 2, תל אביב - יפו",,,ללא,https://www.behatsdaa.org.il/category/productPage/68087
69595,גורי אלפי,קומי איוונטים,מופעים והצגות,97.0,97.0,0%,COMY,"קויפמן 2, תל אביב - יפו",,,ללא,https://www.behatsdaa.org.il/category/productPage/69595
68088,גיורא זינגר,קומי איוונטים,מופעים והצגות,77.0,77.0,0%,COMY,"קויפמן 2, תל אביב - יפו",,,ללא,https://www.behatsdaa.org.il/category/productPage/68088
68869,חנוך דאום,קומי איוונטים,מופעים והצגות,97.0,97.0,0%,COMY,"קויפמן 2, תל אביב - יפו",,,ללא,https://www.behatsdaa.org.il/category/productPage/68869
69588,משה אשכנזי,קומי איוונטים,מופעים והצגות,59.0,59.0,0%,COMY,"קויפמן 2, תל אביב - יפו",,,ללא,https://www.behatsdaa.org.il/category/productPage/69588
69393,ערן זרחוביץ,קומי איוונטים,מופעים והצגות,99.0,99.0,0%,COMY,"קויפמן 2, תל אביב - יפו",,,ללא,https://www.behatsdaa.org.il/category/productPage/69393
68867,קובי מימון,קומי איוונטים,מופעים והצגות,91.0,91.0,0%,COMY,"קויפמן 2, תל אביב - יפו",,,ללא,https://www.behatsdaa.org.il/category/productPage/68867
68654,שימי אטיאס,קומי איוונטים,מופעים והצגות,84.0,84.0,0%,COMY,"קויפמן 2, תל אביב - יפו",,,ללא,https://www.behatsdaa.org.il/category/productPage/68654
67564,רשף לוי,קומי איוונטים,מופעים והצגות,98.0,98.0,0%,COMY,"קויפמן 2, תל אביב - יפו",,,ללא,https://www.behatsdaa.org.il/category/productPage/67564
103820,עופר ומאור-סטנדאפ לילדים,קומי איוונטים,מופעים והצגות,57.0,57.0,0%,COMY,"קויפמן 2, תל אביב - יפו",,,ללא,https://www.behatsdaa.org.il/category/productPage/103820
109576,ארז בירנבוים,קומי איוונטים,מופעים והצגות,93.0,93.0,0%,COMY,"קויפמן 2, תל אביב - יפו",,,ללא,https://www.behatsdaa.org.il/category/productPage/109576
142607,אלי יצפאן,קומי איוונטים,מופעים והצגות,99.0,99.0,0%,COMY,"קויפמן 2, תל אביב - יפו",,,ללא,https://www.behatsdaa.org.il/category/productPage/142607
104829,רותם אבוהב,קומי איוונטים,מופעים והצגות,81.0,81.0,0%,COMY,"קויפמן 2, תל אביב - יפו",,,ללא,https://www.behatsdaa.org.il/category/productPage/104829
150409,אוראל צברי,קומי איוונטים,מופעים והצגות,84.0,84.0,0%,COMY,"קויפמן 2, תל אביב - יפו",,,ללא,https://www.behatsdaa.org.il/category/productPage/150409
158818,גיא ויעל - בואו לא נדבר על זה,קומי איוונטים,מופעים והצגות,97.0,97.0,0%,COMY,"קויפמן 2, תל אביב - יפו",,,ללא,https://www.behatsdaa.org.il/category/productPage/158818
161563,אלי פיניש,קומי איוונטים,מופעים והצגות,99.0,99.0,0%,COMY,"קויפמן 2, תל אביב - יפו",,,ללא,https://www.behatsdaa.org.il/category/productPage/161563
169283,פאות קדושות,קומי איוונטים,מופעים והצגות,86.0,86.0,0%,COMY,"קויפמן 2, תל אביב - יפו",,,ללא,https://www.behatsdaa.org.il/category/productPage/169283
171480,נועה יהודאי,קומי איוונטים,מופעים והצגות,66.0,66.0,0%,COMY,"קויפמן 2, תל אביב - יפו",,,ללא,https://www.behatsdaa.org.il/category/productPage/171480
173500,מסיבת כיתה 2 - מופע חדש,קומי איוונטים,מופעים והצגות,112.0,112.0,0%,COMY,"קויפמן 2, תל אביב - יפו",,,ללא,https://www.behatsdaa.org.il/category/productPage/173500
173718,מה בבננה - מרתון סטנדאפ,קומי איוונטים,מופעים והצגות,61.0,61.0,0%,COMY,"קויפמן 2, תל אביב - יפו",,,ללא,https://www.behatsdaa.org.il/category/productPage/173718
174394,תום יער,קומי איוונטים,מופעים והצגות,93.0,93.0,0%,COMY,"קויפמן 2, תל אביב - יפו",,,ללא,https://www.behatsdaa.org.il/category/productPage/174394
174395,שימי אטיאס,קומי איוונטים,מופעים והצגות,86.0,86.0,0%,COMY,"קויפמן 2, תל אביב - יפו",,,ללא,https://www.behatsdaa.org.il/category/productPage/174395
177339,ננסי ברנדס ואסנת וישינסקי,קומי איוונטים,מופעים והצגות,86.0,86.0,0%,COMY,"קויפמן 2, תל אביב - יפו",,,ללא,https://www.behatsdaa.org.il/category/productPage/177339
177342,תם אהרון,קומי איוונטים,מופעים והצגות,79.0,79.0,0%,COMY,"קויפמן 2, תל אביב - יפו",,,ללא,https://www.behatsdaa.org.il/category/productPage/177342
180395,מני עוזרי,קומי איוונטים,מופעים והצגות,99.0,99.0,0%,COMY,"קויפמן 2, תל אביב - יפו",,,ללא,https://www.behatsdaa.org.il/category/productPage/180395
124674,מור חן,קומי איוונטים,מופעים והצגות,66.0,66.0,0%,COMY,"קויפמן 2, תל אביב - יפו",,,ללא,https://www.behatsdaa.org.il/category/productPage/124674
124678,ליאור סושרד,קומי איוונטים,מופעים והצגות,112.0,112.0,0%,COMY,"קויפמן 2, תל אביב - יפו",,,ללא,https://www.behatsdaa.org.il/category/productPage/124678
171477,נגה דאנג'לי,קומי איוונטים,מופעים והצגות,79.0,79.0,0%,COMY,"קויפמן 2, תל אביב - יפו",,,ללא,https://www.behatsdaa.org.il/category/productPage/171477
68340,אפס ביחסי אנוש,איוונטים,מופעים והצגות,121.0,137.0,12%,הצגות,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/68340
104992,כנר על הגג,איוונטים,מופעים והצגות,140.0,158.0,11%,הצגות,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/104992
111882,אני פה בגלל אשתי,איוונטים,מופעים והצגות,75.0,85.0,12%,הצגות,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/111882
112758,אנה קרנינה,איוונטים,מופעים והצגות,118.0,133.0,11%,הצגות,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/112758
113810,זוג משמיים,איוונטים,מופעים והצגות,75.0,85.0,12%,הצגות,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/113810
136687,מחזמר לילות ספרד,איוונטים,מופעים והצגות,121.0,137.0,12%,הצגות,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/136687
56539,צלילי המוסיקה,איוונטים,מופעים והצגות,140.0,158.0,11%,הצגות,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/56539
45319,הערב מחזמר - מופע מחווה לברודווי,איוונטים,מופעים והצגות,111.0,126.0,12%,הצגות,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/45319
155142,צ'ילבות,איוונטים,מופעים והצגות,71.0,80.0,11%,הצגות,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/155142
157319,מדיאה,איוונטים,מופעים והצגות,71.0,80.0,11%,הצגות,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/157319
158132,החטא ועונשו,איוונטים,מופעים והצגות,118.0,133.0,11%,הצגות,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/158132
160875,נשמות,איוונטים,מופעים והצגות,118.0,133.0,11%,הצגות,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/160875
165284,יאסו - האהבה היוונית שלי,איוונטים,מופעים והצגות,121.0,137.0,12%,הצגות,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/165284
166940,נישואים גרעיינים,איוונטים,מופעים והצגות,93.0,105.0,11%,הצגות,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/166940
169235,הלב שלי בחר,איוונטים,מופעים והצגות,93.0,105.0,11%,הצגות,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/169235
169871,צ'רלי וחצי,איוונטים,מופעים והצגות,111.0,126.0,12%,הצגות,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/169871
169891,בוא לא נדבר על זה,איוונטים,מופעים והצגות,103.0,116.0,11%,הצגות,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/169891
169894,גבירתי הנאווה - המחזמר,איוונטים,מופעים והצגות,186.0,211.0,12%,הצגות,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/169894
169927,עפרה - המחזמר,איוונטים,מופעים והצגות,83.0,179.0,54%,הצגות,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/169927
171509,המאהבת,איוונטים,מופעים והצגות,47.0,53.0,11%,הצגות,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/171509
173080,משכנתא,איוונטים,מופעים והצגות,93.0,105.0,11%,הצגות,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/173080
173352,שקרים קטנים,איוונטים,מופעים והצגות,93.0,105.0,11%,הצגות,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/173352
173359,אהבה בהפתעה,איוונטים,מופעים והצגות,93.0,105.0,11%,הצגות,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/173359
174638,לילסדה,איוונטים,מופעים והצגות,93.0,105.0,11%,הצגות,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/174638
176360,ברנשים וחתיכות,איוונטים,מופעים והצגות,176.0,200.0,12%,הצגות,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/176360
176410,זוגיות AI,איוונטים,מופעים והצגות,93.0,105.0,11%,הצגות,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/176410
177426,חנאל ומכבית,איוונטים,מופעים והצגות,93.0,105.0,11%,הצגות,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/177426
180328,אף מילה לאמא,איוונטים,מופעים והצגות,93.0,105.0,11%,הצגות,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/180328
180820,אוי אלוהים,איוונטים,מופעים והצגות,74.0,84.0,12%,הצגות,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/180820
180904,משתגעים מאהבה,איוונטים,מופעים והצגות,93.0,105.0,11%,הצגות,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/180904
182429,אחרית הימים,איוונטים,מופעים והצגות,118.0,133.0,11%,הצגות,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/182429
182726,קטנטנות,איוונטים,מופעים והצגות,136.0,206.0,34%,הצגות,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/182726
183099,הברווז,איוונטים,מופעים והצגות,74.0,84.0,12%,הצגות,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/183099
183566,לונדון - הבימה,איוונטים,מופעים והצגות,47.0,53.0,11%,הצגות,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/183566
183766,לה טרוויאטה - La Traviata,איוונטים,מופעים והצגות,136.0,154.0,12%,הצגות,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/183766
183939,"ד""ר סטריינג'לאב",איוונטים,מופעים והצגות,71.0,80.0,11%,הצגות,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/183939
184110,זוגות בזיגזג,איוונטים,מופעים והצגות,121.0,137.0,12%,הצגות,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/184110
184114,יום המזל שלי,איוונטים,מופעים והצגות,93.0,105.0,11%,הצגות,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/184114
184167,בילי שוורץ,איוונטים,מופעים והצגות,134.0,152.0,12%,הצגות,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/184167
184393,שושנה – בכיכובה של גל דה פז,איוונטים,מופעים והצגות,158.0,179.0,12%,הצגות,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/184393
182905,יוסי וג'אגר,איוונטים,מופעים והצגות,49.0,65.0,25%,הצגות,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/182905
184325,פסטיבל אסיטז' הבינלאומי לתיאטרון ילדים ונוער,איוונטים,מופעים והצגות,46.0,121.0,62%,תערוכות קרקסים ופסטיבלים,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/184325
150168,פסטיבל היין השני בשומרון,איוונטים,מופעים והצגות,87.0,98.0,11%,תערוכות קרקסים ופסטיבלים,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/150168
158669,ערן צור מארח את דנה ברגר,איוונטים,מופעים והצגות,94.0,106.0,11%,תערוכות קרקסים ופסטיבלים,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/158669
175421,קרקס HUBA CUBA,קופת תל אביב - איוונטים,מופעים והצגות,88.0,88.0,0%,"תערוכות קרקסים ופסטיבלים, הצגות ילדים","מגוון מיקומים , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/175421
177503,Balloon Wonderland - תערוכת הבלונים,טיקטמאסטר איוונטים,מופעים והצגות,59.0,94.0,37%,תערוכות קרקסים ופסטיבלים,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/177503
177468,עולם החיות המופלא - המסע לנפלאות החי בכדור הארץ,איוונטים,מופעים והצגות,59.0,59.0,0%,תערוכות קרקסים ופסטיבלים,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/177468
180654,סירקו לנד - CIRCO LAND,לאן איוונטים,מופעים והצגות,66.0,66.0,0%,תערוכות קרקסים ופסטיבלים,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/180654
181854,מפה נקום,לאן איוונטים,מופעים והצגות,19.0,19.0,0%,תערוכות קרקסים ופסטיבלים,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/181854
182654,ממלכת הדרקונים והמים,לאן איוונטים,מופעים והצגות,88.0,88.0,0%,תערוכות קרקסים ופסטיבלים,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/182654
182973,עיר הבנייה של הקיץ - BUILDER CITY,לאן איוונטים,מופעים והצגות,52.0,52.0,0%,תערוכות קרקסים ופסטיבלים,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/182973
183216,פסטיבל אושפיזין- אביתר בנאי|ברי סחרוף |עמיר בניון,איוונטים,מופעים והצגות,137.0,201.0,32%,תערוכות קרקסים ופסטיבלים,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/183216
183430,פסטיבל מספרי סיפורים 2026,לאן איוונטים,מופעים והצגות,88.0,88.0,0%,תערוכות קרקסים ופסטיבלים,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/183430
73094,פסטיבל התמר - ערב 1: חגיגת פתיחה,איוונטים,מופעים והצגות,259.0,259.0,0%,תערוכות קרקסים ופסטיבלים,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/73094
72725,פסטיבל התמר - ערב 3: מסע בין כוכבים,איוונטים,מופעים והצגות,259.0,259.0,0%,תערוכות קרקסים ופסטיבלים,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/72725
43799,פסטיבל התמר - ערב 4: מרעידים את המדבר,איוונטים,מופעים והצגות,259.0,259.0,0%,תערוכות קרקסים ופסטיבלים,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/43799
44734,פסטיבל התמר - זריחה 1: אור ליום שלישי,איוונטים,מופעים והצגות,219.0,219.0,0%,תערוכות קרקסים ופסטיבלים,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/44734
183874,קרקס הובה קובה - באר שבע,איוונטים,מופעים והצגות,92.0,104.0,12%,תערוכות קרקסים ופסטיבלים,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/183874
184850,חיות בקוביות - חול המועד סוכות,איוונטים,מופעים והצגות,56.0,63.0,11%,תערוכות קרקסים ופסטיבלים,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/184850
185182,"פסטיבל השעה להצגות ילדים חוה""מ סוכות",איוונטים,מופעים והצגות,52.0,69.0,25%,תערוכות קרקסים ופסטיבלים,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/185182
185557,פסטיבל אינדינגב,איוונטים,מופעים והצגות,420.0,420.0,0%,תערוכות קרקסים ופסטיבלים,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/185557
185652,סוכות Fest,איוונטים,מופעים והצגות,8.0,8.0,0%,תערוכות קרקסים ופסטיבלים,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/185652
185159,הצליל השמיני - גן לאומי בית גוברין,טיקטמאסטר איוונטים,מופעים והצגות,34.0,34.0,0%,תערוכות קרקסים ופסטיבלים,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/185159
110536,מרכז תרבות מגידו,מרכז תרבות מגידו,מופעים והצגות,436.0,436.0,0%,"מנויי תיאטרון, סרטים ומוסיקה","ד.נ 1812000 , מגידו",,,ללא,https://www.behatsdaa.org.il/category/productPage/110536
74130,הבית של יעל שעת סיפור,איוונטים,מופעים והצגות,66.0,74.0,11%,הצגות ילדים,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/74130
101891,אבא עושה בושות,איוונטים,מופעים והצגות,71.0,80.0,11%,הצגות ילדים,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/101891
43869,תירס חם שעת סיפור,איוונטים,מופעים והצגות,53.0,60.0,12%,הצגות ילדים,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/43869
44599,ספר הג’ונגל חברים לעולם,איוונטים,מופעים והצגות,57.0,81.0,30%,הצגות ילדים,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/44599
43891,הפיל שרצה להיות הכי,איוונטים,מופעים והצגות,67.0,76.0,12%,הצגות ילדים,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/43891
43828,כספיון - התיאטרון השחור,איוונטים,מופעים והצגות,74.0,84.0,12%,הצגות ילדים,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/43828
43984,חגיגה בחווה,איוונטים,מופעים והצגות,67.0,76.0,12%,הצגות ילדים,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/43984
44271,דירה להשכיר,איוונטים,מופעים והצגות,52.0,58.0,10%,הצגות ילדים,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/44271
102817,פיטר פן,איוונטים,מופעים והצגות,65.0,73.0,11%,הצגות ילדים,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/102817
96957,מעשה בחמישה בלונים,איוונטים,מופעים והצגות,57.0,64.0,11%,הצגות ילדים,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/96957
44526,איה פלוטו,איוונטים,מופעים והצגות,57.0,64.0,11%,הצגות ילדים,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/44526
44348,הדר לוי במופע סטנד אפ לילדים,איוונטים,מופעים והצגות,56.0,63.0,11%,הצגות ילדים,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/44348
108281,שמוליקיפוד  שעת סיפור,איוונטים,מופעים והצגות,53.0,60.0,12%,הצגות ילדים,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/108281
111069,ונטו VENTO- מופע פורץ דרך לכל המשפחה,איוונטים,מופעים והצגות,84.0,95.0,12%,הצגות ילדים,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/111069
139110,עוץ לי גוץ לי,איוונטים,מופעים והצגות,65.0,73.0,11%,הצגות ילדים,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/139110
45825,בת הים הקטנה,איוונטים,מופעים והצגות,78.0,88.0,11%,הצגות ילדים,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/45825
141853,בנצי הפיל,איוונטים,מופעים והצגות,52.0,58.0,10%,הצגות ילדים,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/141853
